Source Port,Destination Port,Packet Length,Anomaly Scores,Timestamp_encoded,Source IP Address_encoded,Destination IP Address_encoded,Protocol_encoded,Packet Type_encoded,Traffic Type_encoded,Payload Data_encoded,Malware Indicators_encoded,Alerts/Warnings_encoded,Attack Type_encoded,Attack Signature_encoded,Action Taken_encoded,Severity Level_encoded,User Information_encoded,Device Information_encoded,Network Segment_encoded,Geo-location Data_encoded,Proxy Information_encoded,Firewall Logs_encoded,IDS/IPS Alerts_encoded,Log Source_encoded
19557,58117,1404,72.79,7663,2666,37047,0,0,2,9419,0,1,0,1,2,1,31318,18080,2,2772,5534,0,1,0
22513,21915,694,30.93,11107,36112,33397,0,0,0,31394,1,1,0,0,0,0,17109,12104,2,713,20148,1,1,0
16590,30210,1232,55.08,23488,36666,31985,1,1,0,11029,0,1,1,1,1,0,18497,4091,2,174,20148,0,1,1
60512,21062,139,1.8,27334,26645,7756,2,0,2,26489,0,0,1,1,0,1,7273,18029,0,3860,11361,0,1,0
42357,34564,180,75.38,8966,3586,21048,1,1,0,20706,0,0,2,0,0,0,12405,24875,0,7558,20148,1,1,0
12352,56603,83,76.05,14413,35687,17826,2,0,1,4336,0,1,2,0,1,2,24208,16067,1,6528,20148,0,0,0
46092,44972,66,40.22,7317,22935,16066,0,0,0,32993,0,0,2,1,0,1,20627,18080,2,6420,6797,0,0,1
30190,38977,245,30.02,31113,698,38439,0,0,2,27575,1,0,2,1,1,1,2884,17946,0,573,6681,0,1,0
33989,62816,519,0.47,19665,15342,7977,0,0,0,28542,0,0,2,1,2,0,32159,13658,2,176,15670,0,0,1
2438,24476,210,61.34,28490,11177,33605,0,0,1,12257,1,1,0,1,0,0,28648,18019,0,5023,2423,0,0,0
47302,29115,362,91.93,10153,20781,1825,0,1,0,25217,0,1,1,0,1,1,15050,18246,1,8430,20148,1,0,1
48627,21378,906,43.37,8158,5900,23477,2,1,1,25861,0,1,1,0,1,0,22770,18636,1,6251,20148,0,0,1
20123,61270,895,23.97,16757,24819,36224,2,1,2,16815,0,0,2,1,1,2,7131,9539,0,4079,20148,0,0,1
18076,2029,745,85.66,31809,11825,31083,1,1,0,11403,1,0,2,0,0,0,5067,12315,2,7090,20148,1,0,0
51814,36385,1453,61.01,9393,23573,35967,0,0,0,20864,1,1,0,1,0,2,7570,496,0,2066,4397,1,1,0
3660,39885,1282,57.24,20143,31336,24319,2,0,0,23813,1,0,2,0,0,1,18044,11629,2,3337,11376,0,1,0
46001,58505,149,71.27,35746,36841,25606,1,0,0,36778,1,0,2,1,1,0,29704,17012,2,5563,5261,1,0,1
19490,57271,556,53.92,9691,16239,18045,1,1,0,39209,0,0,2,1,0,2,15711,18909,2,503,20148,0,0,0
4349,53157,1423,1.37,2137,27582,34477,2,0,2,30087,1,1,0,1,2,2,12086,3870,2,5385,20148,1,0,0
47355,47284,288,84.24,21875,35082,8943,1,1,2,25209,1,0,0,0,0,0,22850,18161,2,2126,1743,1,0,1
47929,35258,197,25.18,4601,12374,38593,0,1,1,7958,1,0,1,1,0,2,14588,19444,0,628,20148,1,0,1
47000,63345,769,80.55,18476,23810,22342,0,1,1,650,0,1,0,1,1,2,18694,8576,2,2843,10129,0,0,0
51900,63999,255,20.79,17586,14547,19300,0,0,2,22866,0,1,0,0,1,0,28926,5301,1,3268,2483,0,1,0
6541,43688,877,65.08,5511,20278,7341,0,0,2,12302,1,0,0,0,1,2,3894,25713,0,5851,18307,0,1,0
33984,12019,416,2.71,29015,7917,12117,0,0,1,2599,0,0,1,1,0,1,8718,18064,2,2163,20148,1,0,1
35030,17582,1385,13.59,19223,4387,35568,1,1,1,22811,1,1,1,1,1,2,24167,30874,2,4398,20148,1,1,0
49544,45488,1251,80.1,21068,9974,23734,1,1,0,27608,0,1,0,1,0,0,28501,11663,2,4827,20148,0,0,0
38123,4090,769,80.93,23967,4856,6412,2,0,2,9717,0,0,2,0,1,2,24707,28723,1,2711,20148,0,1,0
61891,30804,1039,4.04,25818,4517,17022,0,1,2,22335,1,0,2,1,2,0,9662,12836,2,2902,20148,1,1,0
43029,58434,636,17.03,2254,12188,14937,0,1,1,26872,1,1,0,0,0,0,9318,21707,0,7503,9062,0,0,1
9417,60009,955,69.96,7508,19383,20144,0,1,0,28721,1,1,2,1,0,1,3051,25483,1,5576,17563,0,1,1
36622,11153,143,10.9,37577,38212,35271,2,0,1,19648,0,0,1,1,1,1,19356,23239,1,7115,20148,1,1,0
31362,26566,358,42.8,22877,11869,11900,0,0,2,19508,0,1,2,1,1,1,5870,19787,2,1064,20148,1,1,0
29741,8569,115,17.13,33080,24079,21462,1,1,0,11154,0,1,0,0,0,1,27577,25010,2,6832,20148,0,0,0
29580,57706,794,70.32,16575,13464,15085,1,1,2,24865,0,1,0,1,0,0,28495,21286,0,2959,18027,0,1,0
5750,47107,1430,57.09,29460,14173,713,2,1,0,31299,1,0,2,1,1,1,11434,1570,0,8324,661,0,0,1
13807,1951,81,63.22,39905,24492,6884,2,0,0,28723,1,1,2,0,1,0,3207,9065,1,2215,20148,0,0,0
61090,47564,1118,11.45,12590,12934,11322,1,1,1,3526,0,1,0,0,1,2,27277,23162,2,2796,8180,1,0,0
45607,14348,1178,39.56,38068,38389,5096,2,1,0,34098,0,1,2,1,2,2,14649,14176,0,21,19721,0,0,0
16582,6029,984,54.8,39310,12763,5368,1,0,1,27860,0,1,0,1,1,1,15429,1014,1,6011,20148,1,0,0
55751,21762,282,83.75,1885,27023,20170,1,1,1,3496,1,1,1,0,2,1,8078,8953,1,5210,20148,0,1,1
30122,26052,1149,7.69,21814,14195,25755,2,0,2,6419,1,0,0,0,2,1,26220,31096,0,7451,16430,1,0,0
64035,19852,1243,62.44,37018,35145,28114,2,0,1,38559,1,0,0,1,2,0,22888,18238,1,2515,20148,1,1,1
9825,50995,1219,83.97,38659,39165,22434,0,1,2,19242,0,0,0,0,1,2,18512,17994,2,6387,13272,1,1,0
6305,34056,1486,5.21,38268,38105,6464,2,1,2,23613,1,0,0,0,0,0,9346,2954,0,3657,14343,0,1,0
36383,56921,1361,82.83,29113,37738,33415,2,1,2,38446,1,1,0,1,2,1,24767,18188,1,1496,20148,0,0,0
3073,59851,1386,58.33,36471,16500,29444,0,0,0,8332,1,0,1,1,2,0,14417,8667,1,2401,20148,1,0,1
10108,10626,1110,33.27,3595,12504,7700,0,1,2,20285,0,0,1,0,2,1,23604,17966,2,5272,2737,0,1,0
20187,9052,594,43.29,7097,34653,7157,1,1,2,27522,1,1,0,0,2,0,16826,16106,1,1156,119,1,1,0
10623,60870,778,57.89,10664,28832,617,0,1,1,256,1,0,1,0,0,0,19950,1965,1,1950,20148,1,0,1
52990,1689,1140,72.57,10695,19589,28587,1,0,2,25736,1,0,0,1,1,2,21081,12227,1,7734,20148,1,1,0
42846,55490,772,62.34,17374,6755,31674,1,0,0,21685,0,1,1,0,2,0,14902,18161,0,1487,15669,0,0,0
25705,29877,1257,2.66,38004,30077,17024,1,0,2,29485,0,1,0,1,2,1,31059,16064,1,3684,11384,0,1,1
21375,27985,961,87.63,3093,28035,16544,0,0,0,36992,0,1,0,0,0,1,26191,10086,2,1840,177,0,0,1
4592,30073,88,68.4,26207,12355,33206,2,1,2,38560,1,0,1,0,2,2,10352,25395,0,1440,14968,1,1,1
1135,36461,1038,98.68,2232,17260,21376,0,1,1,30118,0,0,1,1,1,2,14063,20815,1,8568,8398,0,1,0
2896,9393,241,87.89,9252,31877,460,2,1,0,24110,1,0,2,1,2,1,24158,3890,2,7516,20148,0,1,1
44048,12957,192,41.19,28354,13433,7578,2,0,2,29561,0,1,1,1,1,0,3952,29926,1,1065,20148,0,1,0
28340,59160,953,72.99,30077,29058,7646,2,0,0,24899,0,1,1,1,0,0,11261,984,1,1761,20148,0,0,1
53060,10835,101,45.92,823,36462,23492,2,0,1,762,0,0,2,1,2,2,30560,31241,1,7275,18594,0,1,1
42239,12393,1379,82.74,17767,32086,536,0,1,2,6865,1,1,0,0,1,0,13067,22784,1,823,19691,0,1,0
40576,29662,832,11.97,25143,36604,22080,1,1,2,34252,1,1,1,0,2,1,25257,2040,1,3579,15714,1,1,0
13783,3602,483,68.11,10227,3897,36904,0,1,0,4159,0,1,0,0,1,2,26079,9658,1,8388,20148,0,1,0
3303,56554,129,80.74,8298,29769,2095,0,1,1,2199,1,1,0,1,2,1,8663,18056,1,7761,15037,0,0,1
15406,54923,1152,19.79,12289,7424,16826,2,0,1,11456,1,1,0,0,1,2,8648,20998,2,251,13064,0,1,0
5702,9263,979,44.1,27774,3281,35389,0,0,1,28452,1,1,0,0,1,1,13874,27402,2,2608,6862,1,0,0
28889,25106,1414,69.2,2234,13961,39669,1,1,2,26037,1,1,1,0,0,1,15984,17913,0,8069,14483,0,0,1
15411,49895,1310,29.99,8410,38919,22617,0,0,0,5690,0,0,2,1,1,0,29592,15865,1,542,20148,0,0,1
31068,34719,144,21.26,31395,36377,32818,1,1,1,34395,1,1,1,0,0,2,19833,3949,1,6771,20148,1,0,0
44998,38832,842,86.73,34869,37532,6553,2,0,0,26987,1,1,2,0,1,2,31881,18248,2,5375,11529,1,0,0
39636,34262,1385,8.68,37104,26925,2050,0,0,0,275,1,1,0,0,1,1,30907,18040,0,6427,20148,1,0,1
6486,39540,289,85.86,9493,38844,27155,2,0,1,20231,1,1,1,0,0,0,29591,13837,2,1311,20148,0,0,0
48768,10750,1460,3.0,27830,30872,38267,1,1,0,22594,0,1,2,0,1,2,20313,15453,0,8085,12200,0,0,0
61728,35559,869,32.66,38171,12327,35020,2,0,2,3227,0,0,2,1,0,0,8203,5269,2,1331,18269,0,0,1
46138,54985,417,6.27,28778,25577,20813,1,0,1,17526,0,0,0,0,1,0,30378,27768,2,37,20148,1,0,0
21095,27497,572,93.53,39340,14376,13834,2,0,2,31423,1,0,2,1,0,1,3880,20248,2,1162,909,1,0,1
24078,25664,180,60.53,36307,33940,1015,0,0,1,34938,1,0,1,0,2,2,28783,23839,1,8476,20148,0,1,1
37512,57619,932,78.99,16452,6903,30472,0,1,1,7906,1,0,0,1,0,1,32119,27130,1,1275,20148,1,1,0
1641,64927,1055,68.56,27206,22348,18711,2,0,1,9351,0,0,2,1,1,1,3099,17928,0,8538,4719,0,1,1
48924,46167,213,97.25,15814,3273,3073,2,1,1,11351,0,1,0,0,1,2,30337,21666,1,3838,20148,0,1,1
48358,17762,1158,16.25,3334,38744,23840,0,0,1,26509,1,0,1,1,1,0,1225,18188,1,2768,10460,0,1,0
17441,58066,454,9.23,732,12789,13684,1,0,2,4516,0,0,1,0,2,1,9680,30833,1,600,20148,1,1,1
42833,24353,1416,20.2,1853,29662,34026,0,0,0,25021,0,0,0,1,2,1,27441,17114,0,3290,5132,0,0,0
32744,24135,1096,22.87,20671,16581,22964,1,0,0,11948,1,1,1,0,1,2,1516,30611,2,7102,18478,1,1,0
10175,65009,711,36.87,23385,29748,14738,0,1,2,3060,1,0,0,0,0,0,19940,22071,2,5968,20148,1,1,0
43254,19132,824,1.93,34370,32790,35219,1,0,1,6774,0,0,2,0,2,0,19922,10523,1,7154,20148,1,1,0
34198,32306,1427,28.22,7240,7079,24550,2,1,0,13653,1,0,0,1,0,1,23866,18255,0,3642,20148,1,1,1
36750,15343,1035,42.75,25458,6421,20867,1,0,0,4011,0,1,1,0,2,0,25973,9346,0,6303,20148,1,0,0
37637,55779,1299,99.67,12884,38686,39553,2,1,2,35292,1,1,0,0,0,1,27719,23141,1,5497,12586,1,1,1
47161,58119,1373,26.67,34079,35708,25360,1,0,2,31567,0,1,2,1,0,1,6975,18153,2,3357,9151,0,1,0
19763,58031,1273,25.75,38176,37139,36802,0,0,0,13865,0,1,1,0,1,2,7866,29570,1,2961,20148,1,0,1
40893,64143,553,67.76,31208,1027,1660,2,1,1,27288,1,0,0,0,2,2,18653,23722,1,2167,16830,1,0,1
22769,44543,973,93.48,4435,39379,38138,0,0,2,25476,0,1,1,0,0,2,8744,2558,0,281,1779,0,1,1
52853,41869,376,15.91,17995,15743,19246,2,1,2,3156,0,1,1,0,0,2,30014,446,0,3059,20148,0,0,0
49665,60514,684,11.32,36699,2816,19647,2,1,1,20514,1,1,0,0,2,1,7535,12544,0,5371,20148,0,1,0
39339,31310,503,41.99,9077,26481,37387,2,1,2,35724,0,0,1,0,0,0,23218,27153,1,651,16136,1,0,0
23529,61308,810,86.23,512,29181,3156,1,0,1,5024,0,0,0,1,1,1,9536,18119,2,2178,20148,0,1,0
35501,38223,213,67.13,24386,4312,21729,0,1,0,26001,1,1,2,0,0,0,9317,18170,0,5805,20148,0,0,1
27485,45237,1357,87.67,8093,18351,37236,1,0,0,13015,0,1,1,0,2,2,29295,17902,2,3753,20148,0,0,1
58133,11581,664,18.33,33156,33874,22380,0,0,1,24413,1,1,2,1,2,0,15307,8322,0,5921,20148,0,0,1
32625,46785,706,54.64,23775,37476,33407,1,1,0,29020,0,0,2,1,1,1,15300,15190,1,3682,14007,0,0,1
38163,22985,518,11.62,39692,9810,3470,2,1,1,25714,0,0,0,0,2,2,31460,16014,1,5368,15219,0,1,1
48629,25180,1107,79.01,27365,24397,38413,1,0,1,39641,0,0,1,1,1,1,19952,10357,0,8497,19626,1,0,0
63298,51917,840,73.06,1000,25049,29900,1,0,1,11180,0,1,1,0,1,0,15035,10863,2,6222,20148,0,0,1
42904,26130,1259,60.69,2135,31803,16043,0,0,0,19166,1,0,1,1,0,1,28825,22237,1,1596,6088,0,1,0
26966,29331,690,79.08,25741,13509,28219,0,0,2,17444,0,1,1,1,2,1,547,15962,2,4677,20148,0,1,1
4438,15799,810,4.43,2236,30071,7701,1,0,0,23071,0,1,1,1,1,2,14794,6086,2,8070,8576,1,1,1
2315,42940,879,90.04,18806,13376,29777,1,0,2,10217,1,1,2,1,1,0,3634,26351,1,5354,20148,1,1,0
52691,48312,266,38.67,5021,28006,2778,1,0,1,30837,0,0,1,0,0,0,20304,15313,2,7985,20148,0,1,1
47390,39405,1263,17.37,26374,23205,23347,0,0,2,7145,0,1,2,0,0,0,20663,10503,0,5686,20148,1,0,1
39151,62394,875,21.79,14188,2465,35778,2,0,2,19418,1,1,2,1,1,1,5861,18088,2,4945,12210,1,1,1
5300,36992,1476,31.05,13194,31355,10126,2,1,0,24823,1,1,2,0,2,1,29379,23833,1,8519,13984,0,0,1
45046,46080,763,5.73,36509,34286,11048,0,1,1,22734,1,0,2,0,1,1,20320,3901,2,2097,18364,1,1,0
9536,37388,739,22.0,34475,6584,7042,0,0,2,29414,0,0,2,1,0,1,9534,17950,1,5366,9525,1,0,1
49893,56127,879,89.1,16743,20403,26560,2,1,0,4239,1,1,1,0,0,0,21910,17576,2,7961,9331,0,0,1
16606,29340,529,12.13,19675,18945,4296,2,0,0,18371,1,1,0,0,2,2,23828,13298,2,3114,20148,1,1,0
11832,6548,551,33.65,13746,18043,21201,2,1,1,30613,1,0,1,1,1,2,5364,17564,1,4887,20148,1,1,1
22665,64019,290,17.98,6916,10098,30039,0,1,2,32977,1,1,2,1,1,2,16233,2487,1,4572,17989,0,0,0
37555,21851,205,19.43,21295,19537,36095,0,1,0,17953,1,1,0,0,1,0,21307,15934,0,8703,20148,0,1,1
25630,52014,611,19.46,39186,16324,11704,1,1,1,15594,1,1,1,1,0,2,4569,27427,1,6840,15248,1,1,0
38576,24120,159,68.7,560,27699,34440,2,1,0,7072,0,1,0,1,1,0,58,10837,2,7740,16536,0,0,0
56679,43042,976,88.98,6984,3745,22608,2,1,1,9901,1,1,1,1,0,1,13746,6360,0,1260,10296,1,1,1
62264,59610,697,41.85,16173,31494,32630,1,1,2,30124,0,0,2,0,1,0,14985,11092,2,390,6037,0,1,1
22072,41131,125,39.46,25313,27472,8656,0,1,2,1751,1,1,1,0,2,2,408,23455,0,7508,20148,1,1,1
24772,26093,1458,79.56,5599,6744,2807,1,0,0,28167,0,0,0,1,2,0,26788,19399,2,930,14147,1,0,0
36848,29249,197,96.1,6327,7259,24985,1,1,2,29313,1,0,2,0,0,0,10935,15218,0,508,20148,1,0,1
2728,46786,204,69.85,31273,2747,5437,2,0,0,39360,1,1,2,1,2,2,10407,18117,0,5132,15615,1,0,1
19418,63377,1139,30.88,10539,34826,26079,0,0,1,13059,1,1,2,0,1,0,17843,26072,0,8701,20148,1,0,1
25658,47494,77,12.04,12153,2717,1610,2,0,1,22613,1,0,1,1,0,2,1784,5016,1,5779,20148,0,0,0
63532,5675,560,10.73,16555,36352,11753,2,0,1,39572,1,1,0,1,0,2,347,11249,2,8204,16694,0,0,1
52461,45503,1323,32.8,35602,33810,8464,0,1,2,4975,1,0,0,1,2,0,32376,6169,1,5471,20148,1,0,0
46234,48021,102,21.47,28343,28973,8124,1,0,2,39703,0,1,2,0,1,1,3930,27279,0,7391,20148,1,1,0
32795,9707,1144,3.54,5537,31660,20054,1,0,2,14861,0,0,2,0,2,2,5392,13940,1,4359,20148,1,0,0
18404,21384,1447,12.41,7644,20487,27310,1,0,2,2989,0,0,0,1,2,0,12401,921,2,3397,20148,0,0,1
32558,44095,1268,62.23,30512,27346,27404,2,1,1,33190,0,0,2,0,1,2,2150,32076,0,7193,12891,1,0,1
8924,48592,1162,28.57,23653,23951,21240,2,1,1,4750,0,1,1,0,0,1,16970,18198,2,4572,12812,0,1,0
27271,37433,573,77.01,23145,19223,10816,1,0,2,9340,1,0,1,1,1,2,13854,29243,1,7499,4935,0,1,0
65367,40219,653,75.35,11158,8719,37751,1,1,1,16251,0,0,1,0,0,2,29363,10814,2,3533,20148,1,0,0
47599,61026,260,82.02,36813,38987,12002,0,1,1,11225,1,0,1,0,2,2,15271,31902,2,3460,20148,0,1,0
55890,13779,969,11.98,33652,7215,17750,1,1,2,26301,0,1,0,1,2,2,25473,29830,1,8344,9217,1,1,0
19797,32816,1157,81.23,34233,23920,11175,1,1,2,470,0,0,0,1,2,1,30606,6721,0,8056,12779,0,1,1
55818,42240,126,97.47,20962,19419,32302,1,0,1,160,0,0,0,1,0,2,18410,4413,0,6452,20148,0,0,0
56412,49600,1022,83.51,7392,3556,34049,1,0,1,36818,0,1,0,1,1,2,11812,17071,2,2383,14433,1,0,1
44283,17398,570,98.27,37073,26297,39002,1,1,1,9097,0,0,2,0,1,2,15349,11816,0,3481,20148,1,0,1
5796,27754,1214,69.4,10657,2095,17667,2,1,0,11058,1,1,2,1,1,0,22923,2098,2,8028,20148,0,1,0
51709,20609,1432,40.74,38045,2594,30454,0,0,1,9604,1,1,0,0,1,2,11272,6749,0,2448,20148,1,1,1
17376,11449,1017,83.55,10819,7464,13083,1,1,2,27305,1,0,0,0,0,2,27278,13478,1,5151,20148,1,1,1
42565,19110,1333,76.48,7125,35512,29088,0,1,1,36002,1,0,1,1,2,2,960,13173,2,8287,20148,0,1,1
16324,8475,1200,92.09,26986,37794,39415,2,1,2,30878,1,1,1,1,1,0,13075,18075,1,7667,20148,0,0,0
47703,28238,490,88.61,35363,16165,14170,2,0,0,11278,0,1,0,0,2,2,23890,7305,0,6544,12091,1,0,0
30478,47601,1426,36.2,23087,13801,33336,0,0,2,28427,1,0,1,1,1,1,13011,22282,0,2149,20148,0,0,0
35181,30848,510,35.14,35031,39935,33537,1,0,1,4250,0,0,2,0,0,0,26299,18186,0,4543,13045,1,0,0
39936,30504,222,25.46,2241,35749,15781,1,0,1,34683,1,0,1,1,1,0,26572,29782,0,4685,8730,1,0,1
10142,37656,325,33.3,39392,18948,19301,2,0,0,29079,0,1,2,0,0,2,28574,13722,2,7252,20148,0,0,0
2366,14667,915,76.49,8913,17856,1515,1,0,2,16297,1,1,0,1,2,2,8384,13506,0,6651,11640,1,0,1
54783,56663,589,0.77,5197,6867,25742,2,0,0,30158,0,0,2,0,0,2,12881,20984,0,3919,2262,1,0,1
43363,45527,432,24.27,36108,3774,18331,2,1,0,9492,1,1,2,0,1,1,25835,18280,1,928,9174,0,1,0
24035,62270,1419,10.27,4276,20497,30915,2,1,2,32706,1,1,0,1,0,0,28746,6364,2,6590,16622,1,0,0
3596,21390,715,13.22,10345,36675,19901,2,0,2,21623,0,0,1,1,2,1,24913,16933,0,3954,20148,0,0,1
5163,8136,773,16.39,34490,26066,25451,0,0,1,12512,0,0,0,0,2,2,31999,22775,2,4658,20148,0,1,0
16759,30607,631,47.03,4716,36456,39988,2,1,0,26995,1,0,1,1,0,0,14048,29115,1,187,20148,1,0,1
2748,51920,1248,41.21,33186,7151,29838,2,1,1,31948,0,1,0,1,2,1,26908,5346,2,5781,20148,1,1,0
38982,2519,1109,61.83,4307,2773,16207,0,1,2,7555,1,0,0,1,1,1,17046,3489,1,5441,20148,0,1,1
17032,28318,1134,77.75,19730,1070,3025,0,1,1,27737,1,1,2,1,2,2,974,9955,0,397,20148,1,0,1
62055,24600,1464,84.21,27055,38033,37696,0,1,2,24355,0,0,0,1,0,0,29079,24919,1,6749,20148,0,0,0
38761,28612,1179,15.58,22311,5809,25622,0,0,2,19340,1,0,2,0,2,0,19970,17962,2,4810,17013,1,1,1
53198,38513,222,89.49,30557,29919,3270,2,1,1,513,1,0,2,0,0,2,13621,15673,0,1956,2568,0,1,1
11542,27959,633,54.17,23213,14252,17131,0,0,2,27724,0,1,2,1,1,2,27228,31601,1,4039,20148,1,1,0
21961,61940,1459,67.05,11561,10085,36565,0,0,1,13815,1,1,2,0,0,0,3580,18120,0,6326,19826,1,1,1
33718,43528,1190,90.5,16778,24906,1005,0,0,0,27944,1,1,1,1,1,2,29473,18962,0,7002,20148,0,0,0
32976,59777,1219,15.63,5951,5834,23471,1,0,0,18624,1,0,0,1,1,1,26574,8270,2,971,20148,1,0,0
21584,33104,1191,70.83,35779,29121,11826,1,1,1,3843,1,0,2,0,0,0,26555,27234,2,1947,20148,1,0,0
29369,41860,167,1.79,10962,33288,33484,0,1,0,15154,0,1,0,0,2,2,29258,26326,1,4674,20148,0,0,1
62729,26348,1039,46.6,14837,23235,10144,0,0,0,33572,0,1,1,1,0,2,22031,4943,2,2103,18206,1,0,0
65512,11794,552,72.73,18642,39360,15794,2,1,2,12285,0,0,0,0,0,2,27340,746,2,3573,20148,1,0,1
65102,61174,152,79.26,21399,10522,10395,1,1,0,38257,0,0,0,0,0,2,5869,18460,0,4116,20148,0,0,1
21379,27906,564,75.7,23228,14706,3432,0,0,2,21137,1,1,0,0,0,2,16099,29108,0,8304,12413,0,1,0
10857,31640,605,97.5,24218,17713,13028,1,0,2,12960,0,0,2,0,2,0,29539,18072,1,4098,20148,0,1,0
4237,19343,434,10.28,24532,39618,31818,2,0,1,11574,1,0,0,0,1,2,28734,15171,2,3353,14223,1,1,1
58621,18947,905,92.35,9754,35418,36420,1,0,0,38593,0,1,1,1,0,0,21689,17572,1,7359,501,0,1,0
64816,17475,851,39.46,35271,39957,20519,2,1,0,12704,0,0,2,1,1,0,25342,7879,2,3532,20148,1,1,0
44808,42539,1334,5.39,36962,25421,22763,2,1,1,12875,1,0,0,0,1,2,16449,17967,1,4408,20148,1,0,1
15341,61621,1324,79.37,18172,18200,8609,2,0,0,6527,1,1,1,0,1,0,4527,18185,0,61,20148,0,1,1
59500,31290,1035,50.23,6000,11888,12451,0,0,1,21649,1,0,2,0,2,1,7297,4135,0,126,14559,0,0,1
12099,42543,1450,39.6,2561,17079,10241,2,0,2,20259,1,0,2,1,2,1,4608,17925,0,5775,10006,0,0,1
43596,17998,231,88.84,21079,14929,17968,0,0,1,33819,0,0,2,0,2,2,28741,5544,1,3163,20148,0,0,0
60966,41335,947,63.47,16384,6527,34051,0,0,1,6281,0,1,1,1,2,0,23161,12241,0,8078,8910,1,1,0
27850,49781,303,96.73,29220,15947,32356,0,1,2,38359,1,1,1,1,2,0,16802,18101,2,8419,20148,1,0,1
41763,22003,954,32.23,20623,187,27648,2,1,0,39489,0,1,0,1,1,0,6600,27633,0,2651,11029,1,0,1
11407,48612,139,86.69,34951,32056,18723,1,1,0,625,1,1,2,0,1,0,27319,28187,2,5965,14386,0,0,0
52253,62126,1334,22.71,3184,24025,27022,2,0,0,32269,1,1,2,1,2,2,14788,14708,0,4802,19155,0,1,1
40718,45313,624,53.42,19912,456,1065,2,1,2,23988,0,0,0,0,0,1,20777,316,2,8332,20148,1,0,0
51649,61216,674,52.13,12292,24416,31386,0,0,1,26665,1,0,1,0,1,1,23494,8125,0,6708,5138,1,0,1
30381,4929,631,88.86,20769,28448,38486,1,1,0,30205,0,0,0,0,1,2,256,18083,1,6297,17420,0,1,0
15637,12513,255,82.68,27634,1086,18402,2,1,1,7527,1,1,0,1,2,2,16248,21950,1,2626,20148,0,0,0
55859,39695,1354,16.67,6952,37590,21220,2,1,0,13898,1,1,2,0,2,2,27598,29324,0,3691,20148,1,0,0
14745,5604,197,0.12,32386,16067,2211,0,0,1,4393,0,1,1,0,2,0,15333,23450,0,3912,9612,1,1,1
48248,48389,460,5.97,19106,29618,34308,0,0,2,12826,1,0,2,1,0,1,3224,17949,2,3938,2009,0,1,1
42875,63954,538,74.87,31235,21771,32129,1,1,2,26969,1,1,2,0,2,2,7223,10009,0,8390,4327,1,0,0
31993,61125,416,62.58,8597,8906,8018,0,1,2,12167,0,0,1,0,2,1,24463,31475,2,2316,19101,0,0,0
46061,36277,396,39.25,19770,31893,5692,2,0,2,11954,0,0,0,1,2,1,31615,20262,2,5374,15090,1,0,0
32865,62525,911,79.31,31948,29583,33141,0,0,1,17065,0,1,1,0,2,1,20530,15276,0,3908,10558,1,0,0
5153,10212,1442,90.19,32315,19478,30522,0,0,0,11991,0,0,2,1,0,2,10166,9290,2,4705,20148,1,1,0
36549,10853,1120,53.16,6851,22926,26229,2,1,2,21751,1,1,2,1,2,0,23518,9564,2,5899,12119,0,1,0
63232,38719,1405,33.18,29233,34779,3371,1,0,2,24215,0,1,0,1,2,0,11000,3569,0,639,13197,0,1,0
21208,10876,1188,10.66,8440,21376,18357,1,1,0,26813,0,0,2,1,1,1,4492,17921,0,5296,20148,0,1,1
45335,34899,904,29.63,34355,6889,18850,0,1,0,26527,0,1,0,0,2,2,4550,6545,2,3201,20148,1,0,1
25404,44453,775,33.6,22095,18982,31870,2,1,0,8324,0,0,2,1,2,2,30966,4796,1,2662,20148,1,0,0
8851,5545,1375,35.22,18797,23865,14658,0,0,0,10225,0,0,2,1,1,0,22317,21932,1,6544,12648,0,0,0
50332,9277,753,12.67,10812,5770,37757,2,1,0,28243,1,1,2,1,0,0,1039,9398,1,312,20148,0,1,0
17606,5956,853,61.45,12994,12539,20429,2,1,2,20687,0,0,0,1,1,0,12544,25808,2,3102,15237,1,0,1
20125,1176,1259,60.21,7413,35884,38260,0,0,1,31080,1,0,0,0,0,0,31741,18186,2,6622,20148,1,1,0
57403,49827,316,17.16,3513,16101,3483,1,0,1,10354,0,1,2,0,0,1,18476,18257,2,7277,20148,0,0,1
44544,55513,954,46.56,18137,365,13244,1,1,1,2827,1,0,2,1,2,0,7230,30027,1,6986,1473,1,0,0
18039,14411,68,88.64,26243,22091,22101,1,1,2,37200,1,1,0,0,1,2,18421,28341,0,4919,20148,1,0,0
45631,31317,691,0.83,28837,2795,9111,1,1,1,25078,0,0,0,0,1,1,4474,18948,2,6579,3629,1,1,1
46337,65479,441,0.48,27591,8335,39302,1,0,1,5109,0,1,0,1,1,2,5933,29423,2,6762,20148,0,1,1
45542,53637,128,63.27,24974,9498,10094,2,1,1,31115,1,1,2,0,1,0,20405,28577,2,4816,9969,0,1,1
62708,36004,855,94.01,39586,39513,2595,2,1,0,16622,1,0,2,0,1,2,20841,10441,1,4938,2734,1,1,1
21301,17522,1182,66.21,12992,21181,32184,0,0,1,16280,0,0,1,0,1,2,6748,15548,2,2659,20148,1,1,1
39199,28354,1335,7.87,30773,36297,35048,1,1,2,6625,0,1,1,0,0,2,7500,26279,1,2183,20148,0,0,1
